NAME,Prob,C,FACTOR,UNITS,DESC,SOURCE,SYM,DIST,PARM2(EF),CCF GROUP,LINK,EQUATION,NOTES,LOCATE,MTIME,TYPE,RATE,U,RATEDIST,RATEEF,STYLE,Support,ModelNotes,Template,SeedValue,Constituents,LoopMarker,Badges,SupportedBy,Attachments,TemplateName
X167A-1,0.2311043,3,IE-YEAR,,Loss of motor control,,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X167A-2,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - Control system - fail to operate",,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X167A-3,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - Control system - fail to operate",,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X167A-4,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - Control system - fail to operate",,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X167A-MT1,0.002157669,3,72H,,Loss of motor control,,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X167A-MT2,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - Control system - fail to operate",,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X167A-MT3,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - Control system - fail to operate",,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X167A-MT4,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - Control system - fail to operate",,U,,,,,,,,,B1-MB-CONTROL-FTO,,,,,,,,,,,,,,,
X168A-1,0.2311043,3,IE-YEAR,,Motor failure (local electricitiy),,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X168A-2,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - Power supply - loss of electric power",,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X168A-3,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - Power supply - loss of electric power",,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X168A-4,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - Power supply - loss of electric power",,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X168A-MT1,0.002157669,3,72H,,Motor failure (local electricitiy),,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X168A-MT2,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - Power supply - loss of electric power",,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X168A-MT3,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - Power supply - loss of electric power",,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X168A-MT4,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - Power supply - loss of electric power",,U,,,,,,,,,B1-MB-POWERSUPPLY-LOEP,,,,,,,,,,,,,,,
X169/170A-1_1_10,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-2",,,,,
X169/170A-1_1_11,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-3",,,,,
X169/170A-1_1_12,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-4",,,,,
X169/170A-1_1_13,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-MT1",,,,,
X169/170A-1_1_14,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-MT2",,,,,
X169/170A-1_1_15,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-MT3",,,,,
X169/170A-1_1_16,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-MT4",,,,,
X169/170A-1_1_2,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X169A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X169A-2",,,,,
X169/170A-1_1_3,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X169A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X169A-3",,,,,
X169/170A-1_1_4,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X169A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X169A-4",,,,,
X169/170A-1_1_5,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X169A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X169A-MT1",,,,,
X169/170A-1_1_6,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X169A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X169A-MT2",,,,,
X169/170A-1_1_7,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X169A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X169A-MT3",,,,,
X169/170A-1_1_8,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X169A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X169A-MT4",,,,,
X169/170A-1_1_9,0.0008109,,8.109E-04,,CCF of two components: X169A-1 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-1,X170A-1",,,,,
X169/170A-1_10_11,0.0008109,,8.109E-04,,CCF of two components: X170A-2 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X170A-2,X170A-3",,,,,
X169/170A-1_10_12,0.0008109,,8.109E-04,,CCF of two components: X170A-2 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X170A-2,X170A-4",,,,,
X169/170A-1_10_13,0.0008109,,8.109E-04,,CCF of two components: X170A-2 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X170A-2,X170A-MT1",,,,,
X169/170A-1_10_14,0.0008109,,8.109E-04,,CCF of two components: X170A-2 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X170A-2,X170A-MT2",,,,,
X169/170A-1_10_15,0.0008109,,8.109E-04,,CCF of two components: X170A-2 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X170A-2,X170A-MT3",,,,,
X169/170A-1_10_16,0.0008109,,8.109E-04,,CCF of two components: X170A-2 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X170A-2,X170A-MT4",,,,,
X169/170A-1_11_12,0.0008109,,8.109E-04,,CCF of two components: X170A-3 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X170A-3,X170A-4",,,,,
X169/170A-1_11_13,0.0008109,,8.109E-04,,CCF of two components: X170A-3 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X170A-3,X170A-MT1",,,,,
X169/170A-1_11_14,0.0008109,,8.109E-04,,CCF of two components: X170A-3 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X170A-3,X170A-MT2",,,,,
X169/170A-1_11_15,0.0008109,,8.109E-04,,CCF of two components: X170A-3 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X170A-3,X170A-MT3",,,,,
X169/170A-1_11_16,0.0008109,,8.109E-04,,CCF of two components: X170A-3 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X170A-3,X170A-MT4",,,,,
X169/170A-1_12_13,0.0008109,,8.109E-04,,CCF of two components: X170A-4 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X170A-4,X170A-MT1",,,,,
X169/170A-1_12_14,0.0008109,,8.109E-04,,CCF of two components: X170A-4 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X170A-4,X170A-MT2",,,,,
X169/170A-1_12_15,0.0008109,,8.109E-04,,CCF of two components: X170A-4 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X170A-4,X170A-MT3",,,,,
X169/170A-1_12_16,0.0008109,,8.109E-04,,CCF of two components: X170A-4 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X170A-4,X170A-MT4",,,,,
X169/170A-1_13_14,0.0008109,,8.109E-04,,CCF of two components: X170A-MT1 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X170A-MT1,X170A-MT2",,,,,
X169/170A-1_13_15,0.0008109,,8.109E-04,,CCF of two components: X170A-MT1 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X170A-MT1,X170A-MT3",,,,,
X169/170A-1_13_16,0.0008109,,8.109E-04,,CCF of two components: X170A-MT1 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X170A-MT1,X170A-MT4",,,,,
X169/170A-1_14_15,0.0008109,,8.109E-04,,CCF of two components: X170A-MT2 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X170A-MT2,X170A-MT3",,,,,
X169/170A-1_14_16,0.0008109,,8.109E-04,,CCF of two components: X170A-MT2 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X170A-MT2,X170A-MT4",,,,,
X169/170A-1_15_16,0.0008109,,8.109E-04,,CCF of two components: X170A-MT3 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X170A-MT3,X170A-MT4",,,,,
X169/170A-1_2_10,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-2",,,,,
X169/170A-1_2_11,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-3",,,,,
X169/170A-1_2_12,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-4",,,,,
X169/170A-1_2_13,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-MT1",,,,,
X169/170A-1_2_14,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-MT2",,,,,
X169/170A-1_2_15,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-MT3",,,,,
X169/170A-1_2_16,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-MT4",,,,,
X169/170A-1_2_3,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X169A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X169A-3",,,,,
X169/170A-1_2_4,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X169A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X169A-4",,,,,
X169/170A-1_2_5,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X169A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X169A-MT1",,,,,
X169/170A-1_2_6,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X169A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X169A-MT2",,,,,
X169/170A-1_2_7,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X169A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X169A-MT3",,,,,
X169/170A-1_2_8,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X169A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X169A-MT4",,,,,
X169/170A-1_2_9,0.0008109,,8.109E-04,,CCF of two components: X169A-2 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-2,X170A-1",,,,,
X169/170A-1_3_10,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-2",,,,,
X169/170A-1_3_11,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-3",,,,,
X169/170A-1_3_12,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-4",,,,,
X169/170A-1_3_13,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-MT1",,,,,
X169/170A-1_3_14,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-MT2",,,,,
X169/170A-1_3_15,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-MT3",,,,,
X169/170A-1_3_16,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-MT4",,,,,
X169/170A-1_3_4,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X169A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X169A-4",,,,,
X169/170A-1_3_5,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X169A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X169A-MT1",,,,,
X169/170A-1_3_6,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X169A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X169A-MT2",,,,,
X169/170A-1_3_7,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X169A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X169A-MT3",,,,,
X169/170A-1_3_8,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X169A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X169A-MT4",,,,,
X169/170A-1_3_9,0.0008109,,8.109E-04,,CCF of two components: X169A-3 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-3,X170A-1",,,,,
X169/170A-1_4_10,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-2",,,,,
X169/170A-1_4_11,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-3",,,,,
X169/170A-1_4_12,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-4",,,,,
X169/170A-1_4_13,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-MT1",,,,,
X169/170A-1_4_14,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-MT2",,,,,
X169/170A-1_4_15,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-MT3",,,,,
X169/170A-1_4_16,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-MT4",,,,,
X169/170A-1_4_5,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X169A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X169A-MT1",,,,,
X169/170A-1_4_6,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X169A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X169A-MT2",,,,,
X169/170A-1_4_7,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X169A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X169A-MT3",,,,,
X169/170A-1_4_8,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X169A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X169A-MT4",,,,,
X169/170A-1_4_9,0.0008109,,8.109E-04,,CCF of two components: X169A-4 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-4,X170A-1",,,,,
X169/170A-1_5_10,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-2",,,,,
X169/170A-1_5_11,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-3",,,,,
X169/170A-1_5_12,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-4",,,,,
X169/170A-1_5_13,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-MT1",,,,,
X169/170A-1_5_14,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-MT2",,,,,
X169/170A-1_5_15,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-MT3",,,,,
X169/170A-1_5_16,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-MT4",,,,,
X169/170A-1_5_6,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X169A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X169A-MT2",,,,,
X169/170A-1_5_7,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X169A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X169A-MT3",,,,,
X169/170A-1_5_8,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X169A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X169A-MT4",,,,,
X169/170A-1_5_9,0.0008109,,8.109E-04,,CCF of two components: X169A-MT1 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT1,X170A-1",,,,,
X169/170A-1_6_10,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-2",,,,,
X169/170A-1_6_11,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-3",,,,,
X169/170A-1_6_12,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-4",,,,,
X169/170A-1_6_13,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-MT1",,,,,
X169/170A-1_6_14,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-MT2",,,,,
X169/170A-1_6_15,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-MT3",,,,,
X169/170A-1_6_16,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-MT4",,,,,
X169/170A-1_6_7,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X169A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X169A-MT3",,,,,
X169/170A-1_6_8,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X169A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X169A-MT4",,,,,
X169/170A-1_6_9,0.0008109,,8.109E-04,,CCF of two components: X169A-MT2 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT2,X170A-1",,,,,
X169/170A-1_7_10,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-2",,,,,
X169/170A-1_7_11,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-3",,,,,
X169/170A-1_7_12,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-4",,,,,
X169/170A-1_7_13,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-MT1",,,,,
X169/170A-1_7_14,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-MT2",,,,,
X169/170A-1_7_15,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-MT3",,,,,
X169/170A-1_7_16,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-MT4",,,,,
X169/170A-1_7_8,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X169A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X169A-MT4",,,,,
X169/170A-1_7_9,0.0008109,,8.109E-04,,CCF of two components: X169A-MT3 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT3,X170A-1",,,,,
X169/170A-1_8_10,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-2",,,,,
X169/170A-1_8_11,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-3",,,,,
X169/170A-1_8_12,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-4",,,,,
X169/170A-1_8_13,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-MT1",,,,,
X169/170A-1_8_14,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-MT2",,,,,
X169/170A-1_8_15,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-MT3",,,,,
X169/170A-1_8_16,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-MT4",,,,,
X169/170A-1_8_9,0.0008109,,8.109E-04,,CCF of two components: X169A-MT4 & X170A-1,,Y,,,,,,,,,,,,,,,,,,,"X169A-MT4,X170A-1",,,,,
X169/170A-1_9_10,0.0008109,,8.109E-04,,CCF of two components: X170A-1 & X170A-2,,Y,,,,,,,,,,,,,,,,,,,"X170A-1,X170A-2",,,,,
X169/170A-1_9_11,0.0008109,,8.109E-04,,CCF of two components: X170A-1 & X170A-3,,Y,,,,,,,,,,,,,,,,,,,"X170A-1,X170A-3",,,,,
X169/170A-1_9_12,0.0008109,,8.109E-04,,CCF of two components: X170A-1 & X170A-4,,Y,,,,,,,,,,,,,,,,,,,"X170A-1,X170A-4",,,,,
X169/170A-1_9_13,0.0008109,,8.109E-04,,CCF of two components: X170A-1 & X170A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X170A-1,X170A-MT1",,,,,
X169/170A-1_9_14,0.0008109,,8.109E-04,,CCF of two components: X170A-1 & X170A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X170A-1,X170A-MT2",,,,,
X169/170A-1_9_15,0.0008109,,8.109E-04,,CCF of two components: X170A-1 & X170A-MT3,,Y,,,,,,,,,,,,,,,,,,,"X170A-1,X170A-MT3",,,,,
X169/170A-1_9_16,0.0008109,,8.109E-04,,CCF of two components: X170A-1 & X170A-MT4,,Y,,,,,,,,,,,,,,,,,,,"X170A-1,X170A-MT4",,,,,
X169A-1,0.2311043,3,IE-YEAR,,Circuit A,,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X169A-2,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - magnetic bearings - fail to operate",,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X169A-3,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - magnetic bearings - fail to operate",,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X169A-4,0.2311043,3,IE-YEAR,,"Electric motor driven, magnetic bearings - magnetic bearings - fail to operate",,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X169A-MT1,0.002157669,3,72H,,Circuit A,,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X169A-MT2,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - magnetic bearings - fail to operate",,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X169A-MT3,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - magnetic bearings - fail to operate",,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X169A-MT4,0.002157669,3,72H,,"Electric motor driven, magnetic bearings - magnetic bearings - fail to operate",,U,,,X169/170A-1,,,,,,B1-MB-BEARING-FTO,,,,,,,,,,,,,,,
X16A-1,0.0009995002,3,DEMAND,,Pump fails to start,,B,,,CNDNSR-PUMP-FTS,,,,,,B3-PUMP-MD-FTO/D,,,,,,,,,,,,,,,
X16A-2,0.0009995002,3,DEMAND,,pumps - motor driven - fail to operate/demand,,B,,,CNDNSR-PUMP-FTS,,,,,,B3-PUMP-MD-FTO/D,,,,,,,,,,,,,,,
X16A-MT1,0.0009995002,3,DEMAND,,Pump fails to start,,B,,,CNDNSR-PUMP-FTS,,,,,,B3-PUMP-MD-FTO/D,,,,,,,,,,,,,,,
X16A-MT2,0.0009995002,3,DEMAND,,pumps - motor driven - fail to operate/demand,,B,,,CNDNSR-PUMP-FTS,,,,,,B3-PUMP-MD-FTO/D,,,,,,,,,,,,,,,
X16B-1,0.04228017,3,STANDBY-IE,,Fails to run,,U,,,,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X16B-2,0.04228017,3,STANDBY-IE,,pumps - motor driven - fail to operate/frequency,,U,,,,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X16B-MT1,0.002157669,3,72H,,Fails to run,,U,,,,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
X16B-MT2,0.002157669,3,72H,,pumps - motor driven - fail to operate/frequency,,U,,,,,,,,,B3-PUMP-MD-FTO/H,,,,,,,,,,,,,,,
